post_id,platform,content_type,topic,language,region,post_datetime,hashtags,sentiment_score,views,likes,comments,shares,engagement_rate,is_viral,post_date,post_time,followers,engagement_level,follower_category,creator_id
750,LinkedIn,poll,Technology,UR,JP,"2025-08-29 08:20:00","#Innovation #DataScience #Programming #AI #MachineLearning #CodingLife #TechTrends",0.71,10345,347,133,53,0.0516,0,2025-08-29,08:20:00,516,LOW,SMALL,5
751,LinkedIn,article,Entertainment,PT,UK,"2025-11-11 10:11:00","#MovieTime #Trending #ShowBiz #FollowForMore #Funny #Viral #Entertainment",0.62,10517,631,243,97,0.0924,1,2025-11-11,10:11:00,924,LOW,SMALL,5
752,LinkedIn,article,Health,EN,BR,"2025-04-04 09:10:00","#Fitness #Health #MentalHealth #Wellness #Nutrition #HealthTips",0.89,38827,1936,744,297,0.0767,0,2025-04-04,09:10:00,767,LOW,SMALL,5
753,LinkedIn,video,Travel,UR,AU,"2025-08-14 14:49:00","#Wanderlust #Journey #Adventure #Tourism #ExploreMore #Travel",0.03,7324,416,160,64,0.0876,1,2025-08-14,14:49:00,876,LOW,SMALL,5
754,LinkedIn,image,Fashion,UR,IN,"2025-07-07 09:08:00","#Style #TrendingStyle #Fashion",0.83,9277,807,310,124,0.1341,1,2025-07-07,09:08:00,1341,LOW,SMALL,5
755,LinkedIn,image,Travel,PT,AU,"2025-02-12 16:25:00","#Adventure #Journey #ExploreMore #Travel #Wanderlust #Tourism",0.87,37889,3291,1266,506,0.1337,1,2025-02-12,16:25:00,1337,LOW,SMALL,5
756,LinkedIn,poll,Technology,DE,AU,"2025-04-28 16:23:00","#AI #CodingLife #MachineLearning #Innovation",0.18,10964,556,214,85,0.0781,0,2025-04-28,16:23:00,781,LOW,SMALL,5
757,LinkedIn,poll,Health,FR,UK,"2025-01-26 12:24:00","#MentalHealth #Nutrition #HealthTips #Wellness #Health #Fitness",0.55,37422,2459,946,378,0.1011,1,2025-01-26,12:24:00,1011,LOW,SMALL,5
758,LinkedIn,video,Food,HI,US,"2025-07-30 15:48:00","#Recipe #Foodie #MustTry #FoodBlog",0.55,23964,490,188,75,0.0315,0,2025-07-30,15:48:00,315,LOW,SMALL,5
759,LinkedIn,image,Sports,PT,IN,"2025-10-27 04:28:00","#Workout #Football #Training #Sports",0.71,35356,843,324,129,0.0367,0,2025-10-27,04:28:00,367,LOW,SMALL,5
760,LinkedIn,poll,Travel,FR,JP,"2025-06-02 17:39:00","#Adventure #Travel #Wanderlust #Journey #ExploreMore #Tourism",-0.07,42084,1784,686,274,0.0653,0,2025-06-02,17:39:00,653,LOW,SMALL,5
761,LinkedIn,poll,Sports,JA,UK,"2025-04-26 09:38:00","#Training #Football #Fitness #Basketball #Workout #Cricket #Sports",0.46,19363,1492,574,229,0.1186,1,2025-04-26,09:38:00,1186,LOW,SMALL,5
762,LinkedIn,image,Lifestyle,DE,FR,"2025-12-08 11:00:00","#MindfulLiving #Positivity #DailyLife",0.53,29427,1918,738,295,0.1003,1,2025-12-08,11:00:00,1003,LOW,SMALL,5
763,LinkedIn,article,Travel,PT,CA,"2025-09-23 21:02:00","#Travel #ExploreMore #Journey #Wanderlust #Tourism #Adventure",-0.79,39018,1688,649,259,0.0666,0,2025-09-23,21:02:00,666,LOW,SMALL,5
764,LinkedIn,poll,Health,PT,US,"2025-06-27 14:29:00","#HealthTips #Health #MentalHealth #Fitness #Wellness #Nutrition",0.51,42321,3634,1397,559,0.1321,1,2025-06-27,14:29:00,1321,LOW,SMALL,5
765,LinkedIn,article,Lifestyle,PT,US,"2025-08-22 08:52:00","#Motivation #MindfulLiving #DailyLife #Positivity #Wellness #Lifestyle",0.82,42602,1597,614,245,0.0577,0,2025-08-22,08:52:00,577,LOW,SMALL,5
766,LinkedIn,video,Business,DE,FR,"2025-06-28 05:31:00","#StartupLife #Hustle #Entrepreneur",0.58,48313,1070,411,164,0.0341,0,2025-06-28,05:31:00,341,LOW,SMALL,5
767,LinkedIn,carousel,Education,JA,MX,"2025-07-15 15:21:00","#Knowledge #Education #AcademicSuccess #StudyTips #Learning #Certification",0.59,34169,2353,905,362,0.106,1,2025-07-15,15:21:00,1060,LOW,SMALL,5
768,LinkedIn,poll,Lifestyle,ES,FR,"2025-11-13 06:05:00","#Wellness #Positivity #Motivation #Lifestyle #DailyLife #MindfulLiving",0.95,7791,679,261,104,0.1343,1,2025-11-13,06:05:00,1343,LOW,SMALL,5
769,LinkedIn,image,Food,HI,DE,"2025-04-26 09:35:00","#MustTry #Cooking #Food #Foodie",0.82,15350,553,212,85,0.0555,0,2025-04-26,09:35:00,555,LOW,SMALL,5
770,LinkedIn,video,Travel,FR,MX,"2025-01-07 09:30:00","#Tourism #ExploreMore #Adventure #Journey #Travel #Wanderlust",0.93,26369,2075,798,319,0.1211,1,2025-01-07,09:30:00,1211,LOW,SMALL,5
771,LinkedIn,image,Lifestyle,PT,DE,"2025-07-06 07:34:00","#Lifestyle #DailyLife #Motivation #Positivity #MindfulLiving",0.09,7332,577,222,88,0.1213,1,2025-07-06,07:34:00,1213,LOW,SMALL,5
772,LinkedIn,poll,Travel,DE,IN,"2025-11-06 14:44:00","#ExploreMore #Adventure #Tourism #Journey #Travel #Wanderlust",0.7,29585,615,236,94,0.032,0,2025-11-06,14:44:00,320,LOW,SMALL,5
773,LinkedIn,video,Technology,JA,AU,"2025-11-29 14:55:00","#MachineLearning #AI #DataScience #CodingLife #Innovation #Programming #TechTrends",-0.35,47767,2216,852,341,0.0714,0,2025-11-29,14:55:00,714,LOW,SMALL,5
774,LinkedIn,carousel,Sports,PT,BR,"2025-12-05 14:14:00","#Training #Cricket #Basketball #Fitness #Football #Workout #Sports",-0.95,24484,895,344,137,0.0563,0,2025-12-05,14:14:00,563,LOW,SMALL,5
775,LinkedIn,article,Food,HI,AU,"2025-07-31 23:15:00","#Foodie #MustTry #Food #Cooking #FoodBlog #Recipe",0.46,27447,1571,604,241,0.0881,1,2025-07-31,23:15:00,881,LOW,SMALL,5
776,LinkedIn,carousel,Health,PT,JP,"2025-03-12 05:19:00","#Wellness #MentalHealth #Fitness #Nutrition #Health",0.64,15853,676,260,104,0.0657,0,2025-03-12,05:19:00,657,LOW,SMALL,5
777,LinkedIn,article,Education,JA,IN,"2025-09-26 09:03:00","#Knowledge #Learning #Education #AcademicSuccess #Certification #StudyTips",0.58,38229,2226,856,342,0.0896,1,2025-09-26,09:03:00,896,LOW,SMALL,5
778,LinkedIn,article,Sports,FR,CA,"2025-09-13 10:06:00","#Fitness #Cricket #Football #Training #Basketball #Sports #Workout",0.02,41768,651,250,100,0.024,0,2025-09-13,10:06:00,240,LOW,SMALL,5
779,LinkedIn,poll,Entertainment,UR,UK,"2025-02-25 10:33:00","#Entertainment #FollowForMore #Viral #Funny",-0.17,30797,2143,824,329,0.1071,1,2025-02-25,10:33:00,1071,LOW,SMALL,5
780,LinkedIn,poll,Health,JA,IN,"2025-12-09 14:23:00","#Wellness #MentalHealth #Nutrition #HealthTips",0.44,32485,2416,929,371,0.1144,1,2025-12-09,14:23:00,1144,LOW,SMALL,5
781,LinkedIn,poll,Entertainment,HI,DE,"2025-09-27 15:41:00","#Trending #ShowBiz #Viral #FollowForMore",-0.05,42047,1685,648,259,0.0617,0,2025-09-27,15:41:00,617,LOW,SMALL,5
782,LinkedIn,carousel,Health,HI,JP,"2025-01-13 14:30:00","#MentalHealth #Fitness #Nutrition #Wellness #Health #HealthTips",0.45,39500,2761,1062,424,0.1076,1,2025-01-13,14:30:00,1076,LOW,SMALL,5
783,LinkedIn,poll,Fashion,ES,DE,"2025-01-25 09:24:00","#OOTD #FashionTips #Fashion #Lookbook",0.17,35339,2532,974,389,0.1103,1,2025-01-25,09:24:00,1103,LOW,SMALL,5
784,LinkedIn,poll,Education,EN,BR,"2025-02-20 10:45:00","#Learning #Education #StudyTips #Certification #Knowledge",0.63,46179,1128,434,173,0.0376,0,2025-02-20,10:45:00,376,LOW,SMALL,5
785,LinkedIn,image,Technology,FR,DE,"2025-04-01 07:58:00","#AI #MachineLearning #CodingLife #Innovation #DataScience #TechTrends",0.01,38390,2277,876,350,0.0913,1,2025-04-01,07:58:00,913,LOW,SMALL,5
786,LinkedIn,image,Business,UR,FR,"2025-12-20 15:17:00","#CareerGrowth #StartupLife #BusinessTips #Leadership",0.43,30434,734,282,113,0.0371,0,2025-12-20,15:17:00,371,LOW,SMALL,5
787,LinkedIn,video,Entertainment,HI,IN,"2025-03-23 15:11:00","#Trending #Viral #ShowBiz #FollowForMore #MovieTime #Funny #Entertainment",-0.07,8825,333,128,51,0.0582,0,2025-03-23,15:11:00,582,LOW,SMALL,5
788,LinkedIn,video,Entertainment,JA,BR,"2025-03-07 09:30:00","#Entertainment #Viral #ShowBiz",-0.11,46456,2938,1130,452,0.0973,1,2025-03-07,09:30:00,973,LOW,SMALL,5
789,LinkedIn,video,Health,DE,JP,"2025-03-15 09:59:00","#Wellness #Nutrition #Fitness #Health #MentalHealth #HealthTips",0.97,12503,576,221,88,0.071,0,2025-03-15,09:59:00,709,LOW,SMALL,5
790,LinkedIn,video,Technology,PT,FR,"2025-03-20 16:14:00","#CodingLife #MachineLearning #DataScience #TechTrends",0.66,17107,1067,410,164,0.096,1,2025-03-20,16:14:00,960,LOW,SMALL,5
791,LinkedIn,image,Fashion,ES,MX,"2025-10-08 01:43:00","#TrendingStyle #FashionTips #Fashion",0.5,22080,941,362,144,0.0656,0,2025-10-08,01:43:00,656,LOW,SMALL,5
792,LinkedIn,video,Entertainment,FR,US,"2025-07-15 09:49:00","#Entertainment #Viral #ShowBiz #Funny #FollowForMore #MovieTime #Trending",0.77,30469,2706,1041,416,0.1367,1,2025-07-15,09:49:00,1366,LOW,SMALL,5
793,LinkedIn,video,Travel,UR,DE,"2025-11-22 10:34:00","#Adventure #Journey #Wanderlust #Tourism #Travel",-0.65,17856,1010,388,155,0.0871,1,2025-11-22,10:34:00,871,LOW,SMALL,5
794,LinkedIn,image,Technology,PT,UK,"2025-03-15 15:56:00","#Programming #MachineLearning #TechTrends #CodingLife #DataScience #Innovation #AI",-0.62,28376,991,381,152,0.0538,0,2025-03-15,15:56:00,538,LOW,SMALL,5
795,LinkedIn,carousel,Travel,PT,JP,"2025-07-06 15:46:00","#Adventure #Journey #ExploreMore #Wanderlust #Travel #Tourism",-0.34,41558,1366,525,210,0.0506,0,2025-07-06,15:46:00,506,LOW,SMALL,5
796,LinkedIn,carousel,Fashion,PT,DE,"2025-11-26 15:30:00","#FashionTips #TrendingStyle #OOTD",-0.14,41867,1595,613,245,0.0586,0,2025-11-26,15:30:00,586,LOW,SMALL,5
797,LinkedIn,video,Business,DE,AU,"2025-03-22 16:11:00","#BusinessTips #Entrepreneur #CareerGrowth #StartupLife #Hustle #Leadership",-0.39,11214,540,208,83,0.0743,0,2025-03-22,16:11:00,743,LOW,SMALL,5
798,LinkedIn,poll,Business,ES,FR,"2025-06-12 10:20:00","#Leadership #Hustle #BusinessTips #StartupLife #CareerGrowth #Entrepreneur",0.41,4457,172,66,26,0.0597,0,2025-06-12,10:20:00,597,LOW,SMALL,5
799,LinkedIn,article,Education,DE,BR,"2025-03-19 09:04:00","#AcademicSuccess #Knowledge #StudyTips #Education #Certification",-0.06,7651,489,188,75,0.0984,1,2025-03-19,09:04:00,984,LOW,SMALL,5
800,LinkedIn,video,Sports,ES,FR,"2025-03-02 15:35:00","#Workout #Basketball #Football #Fitness #Sports #Cricket #Training",0.42,25965,1278,491,196,0.0758,0,2025-03-02,15:35:00,758,LOW,SMALL,5
801,LinkedIn,carousel,Sports,EN,CA,"2025-12-19 11:37:00","#Fitness #Basketball #Sports #Workout #Football #Training #Cricket",-0.2,5514,126,48,19,0.0355,0,2025-12-19,11:37:00,354,LOW,SMALL,5
802,LinkedIn,poll,Lifestyle,PT,MX,"2025-02-26 21:40:00","#Motivation #Lifestyle #MindfulLiving #Positivity #DailyLife",0.93,28376,2811,1081,432,0.1524,1,2025-02-26,21:40:00,1524,LOW,SMALL,5
803,LinkedIn,image,Lifestyle,FR,AU,"2025-05-24 00:20:00","#Lifestyle #DailyLife #Motivation #Wellness",0.66,3651,133,51,20,0.0566,0,2025-05-24,00:20:00,566,LOW,SMALL,5
804,LinkedIn,carousel,Entertainment,DE,AU,"2025-01-17 09:36:00","#Trending #FollowForMore #Viral",-0.66,3358,156,60,24,0.0718,0,2025-01-17,09:36:00,718,LOW,SMALL,5
805,LinkedIn,image,Health,DE,DE,"2025-09-20 13:45:00","#Wellness #Fitness #HealthTips #MentalHealth #Health",0.56,30482,2588,995,398,0.1307,1,2025-09-20,13:45:00,1307,LOW,SMALL,5
806,LinkedIn,article,Education,HI,US,"2025-03-07 03:04:00","#Knowledge #Learning #Education #Certification",0.19,5942,85,32,13,0.0222,0,2025-03-07,03:04:00,222,LOW,SMALL,5
807,LinkedIn,article,Education,HI,MX,"2025-10-26 14:55:00","#Certification #Learning #AcademicSuccess #StudyTips #Knowledge",0.85,6318,198,76,30,0.0484,0,2025-10-26,14:55:00,484,LOW,SMALL,5
808,LinkedIn,article,Technology,PT,BR,"2025-04-18 09:20:00","#Innovation #MachineLearning #TechTrends #CodingLife #DataScience #Programming #AI",0.84,39784,3447,1326,530,0.1333,1,2025-04-18,09:20:00,1333,LOW,SMALL,5
809,LinkedIn,article,Travel,ES,AU,"2025-01-04 10:09:00","#ExploreMore #Adventure #Travel #Wanderlust #Tourism #Journey",0.59,15923,441,169,67,0.0427,0,2025-01-04,10:09:00,427,LOW,SMALL,5
810,LinkedIn,poll,Lifestyle,PT,AU,"2025-11-24 15:52:00","#MindfulLiving #DailyLife #Lifestyle #Motivation #Wellness",0.5,5038,98,38,15,0.0302,0,2025-11-24,15:52:00,302,LOW,SMALL,5
811,LinkedIn,image,Technology,PT,IN,"2025-12-12 22:00:00","#CodingLife #AI #DataScience #Innovation #TechTrends #Programming #MachineLearning",-0.04,24469,1480,569,227,0.0931,1,2025-12-12,22:00:00,931,LOW,SMALL,5
812,LinkedIn,carousel,Education,JA,UK,"2025-09-08 10:37:00","#Learning #Knowledge #StudyTips #Education",-0.04,27426,1168,449,179,0.0656,0,2025-09-08,10:37:00,656,LOW,SMALL,5
813,LinkedIn,carousel,Travel,ES,MX,"2025-07-17 09:50:00","#Tourism #Adventure #Journey #ExploreMore #Travel",0.89,12323,356,137,54,0.0445,0,2025-07-17,09:50:00,445,LOW,SMALL,5
814,LinkedIn,video,Business,HI,US,"2025-07-20 14:12:00","#CareerGrowth #Hustle #Entrepreneur",0.97,37000,1482,570,228,0.0617,0,2025-07-20,14:12:00,617,LOW,SMALL,5
815,LinkedIn,video,Travel,JA,FR,"2025-08-11 05:42:00","#Wanderlust #Travel #ExploreMore",-0.36,40833,1158,445,178,0.0436,0,2025-08-11,05:42:00,436,LOW,SMALL,5
816,LinkedIn,video,Fashion,JA,BR,"2025-08-02 14:10:00","#Lookbook #OOTD #TrendingStyle #FashionTips #Fashion",0.72,23354,1706,656,262,0.1125,1,2025-08-02,14:10:00,1125,LOW,SMALL,5
817,LinkedIn,video,Education,JA,IN,"2025-01-10 15:13:00","#Certification #Education #Knowledge #StudyTips #AcademicSuccess",0.08,38828,2568,987,395,0.1018,1,2025-01-10,15:13:00,1018,LOW,SMALL,5
818,LinkedIn,video,Sports,DE,CA,"2025-04-28 19:52:00","#Basketball #Cricket #Training #Sports",0.93,26175,2067,795,318,0.1215,1,2025-04-28,19:52:00,1215,LOW,SMALL,5
819,LinkedIn,poll,Education,HI,AU,"2025-09-09 14:28:00","#Education #Knowledge #Certification #StudyTips #Learning #AcademicSuccess",0.78,22444,1001,385,154,0.0686,0,2025-09-09,14:28:00,686,LOW,SMALL,5
820,LinkedIn,poll,Travel,ES,UK,"2025-06-13 14:56:00","#Adventure #Journey #Travel #ExploreMore #Tourism #Wanderlust",0.7,17267,1344,517,206,0.1199,1,2025-06-13,14:56:00,1199,LOW,SMALL,5
821,LinkedIn,carousel,Technology,UR,UK,"2025-04-15 09:41:00","#Programming #TechTrends #AI #DataScience #MachineLearning #Innovation #CodingLife",0.73,39918,2037,783,313,0.0785,0,2025-04-15,09:41:00,785,LOW,SMALL,5
822,LinkedIn,image,Entertainment,UR,JP,"2025-05-22 15:10:00","#Viral #Trending #Entertainment #Funny #FollowForMore #ShowBiz #MovieTime",0.59,48218,2120,815,326,0.0677,0,2025-05-22,15:10:00,677,LOW,SMALL,5
823,LinkedIn,article,Health,DE,FR,"2025-04-02 09:18:00","#HealthTips #Nutrition #Health #Fitness #MentalHealth",0.16,33550,602,231,92,0.0277,0,2025-04-02,09:18:00,277,LOW,SMALL,5
824,LinkedIn,article,Sports,ES,IN,"2025-09-25 10:48:00","#Football #Training #Sports #Basketball #Fitness",0.05,36724,635,244,97,0.0266,0,2025-09-25,10:48:00,266,LOW,SMALL,5
825,LinkedIn,carousel,Health,ES,AU,"2025-02-15 14:07:00","#Wellness #Nutrition #Health #Fitness #MentalHealth",0.91,15779,885,340,136,0.0864,1,2025-02-15,14:07:00,864,LOW,SMALL,5
826,LinkedIn,article,Business,FR,MX,"2025-03-12 14:48:00","#Hustle #CareerGrowth #BusinessTips #StartupLife #Entrepreneur #Leadership",0.83,28193,1716,660,264,0.0937,1,2025-03-12,14:48:00,937,LOW,SMALL,5
827,LinkedIn,article,Business,EN,BR,"2025-04-28 09:44:00","#Leadership #StartupLife #Entrepreneur",0.49,1481,122,47,18,0.1279,1,2025-04-28,09:44:00,1279,LOW,SMALL,5
828,LinkedIn,poll,Lifestyle,UR,AU,"2025-07-11 10:48:00","#Motivation #MindfulLiving #DailyLife #Positivity #Wellness #Lifestyle",0.57,2888,141,54,21,0.0756,0,2025-07-11,10:48:00,756,LOW,SMALL,5
829,LinkedIn,poll,Health,FR,MX,"2025-02-27 09:59:00","#Wellness #HealthTips #Fitness #MentalHealth",0.93,20881,973,374,149,0.0717,0,2025-02-27,09:59:00,717,LOW,SMALL,5
830,LinkedIn,article,Business,UR,BR,"2025-09-19 09:53:00","#StartupLife #Entrepreneur #CareerGrowth #Hustle",0.6,26608,1636,629,251,0.0946,1,2025-09-19,09:53:00,946,LOW,SMALL,5
831,LinkedIn,video,Travel,JA,AU,"2025-11-02 10:39:00","#Travel #Journey #ExploreMore",0.27,1000,35,13,5,0.0544,0,2025-11-02,10:39:00,544,LOW,SMALL,5
832,LinkedIn,carousel,Food,ES,IN,"2025-01-28 10:47:00","#Food #Cooking #Recipe #FoodBlog #MustTry",0.42,8869,325,125,50,0.0565,0,2025-01-28,10:47:00,565,LOW,SMALL,5
833,LinkedIn,image,Travel,FR,IN,"2025-11-22 21:01:00","#Adventure #Travel #ExploreMore #Tourism #Wanderlust #Journey",0.09,37532,1184,455,182,0.0486,0,2025-11-22,21:01:00,486,LOW,SMALL,5
834,LinkedIn,article,Food,JA,IN,"2025-12-21 09:43:00","#Food #MustTry #Recipe #Foodie #Cooking #FoodBlog",0.41,3885,242,93,37,0.0962,1,2025-12-21,09:43:00,961,LOW,SMALL,5
835,LinkedIn,image,Lifestyle,JA,BR,"2025-05-17 14:15:00","#Positivity #Lifestyle #Wellness #Motivation #DailyLife #MindfulLiving",0.16,49662,836,321,128,0.0259,0,2025-05-17,14:15:00,259,LOW,SMALL,5
836,LinkedIn,image,Entertainment,DE,JP,"2025-08-30 14:57:00","#MovieTime #Funny #ShowBiz #Viral #FollowForMore",-0.03,12400,622,239,95,0.0773,0,2025-08-30,14:57:00,772,LOW,SMALL,5
837,LinkedIn,image,Travel,DE,UK,"2025-03-17 15:34:00","#Wanderlust #Tourism #Travel #Journey #Adventure #ExploreMore",0.62,31576,1584,609,243,0.0772,0,2025-03-17,15:34:00,772,LOW,SMALL,5
838,LinkedIn,poll,Sports,EN,DE,"2025-09-17 20:38:00","#Cricket #Workout #Fitness #Training #Sports",0,28458,1998,768,307,0.1081,1,2025-09-17,20:38:00,1081,LOW,SMALL,5
839,LinkedIn,poll,Fashion,EN,AU,"2025-02-23 14:42:00","#Lookbook #Style #OOTD #FashionTips",0.84,25466,1550,596,238,0.0937,1,2025-02-23,14:42:00,937,LOW,SMALL,5
840,LinkedIn,carousel,Fashion,PT,BR,"2025-10-23 15:48:00","#Style #TrendingStyle #Lookbook",0.25,13342,854,328,131,0.0985,1,2025-10-23,15:48:00,985,LOW,SMALL,5
841,LinkedIn,poll,Entertainment,JA,MX,"2025-02-06 09:48:00","#Trending #Viral #Funny #Entertainment #FollowForMore #ShowBiz",0.58,14571,428,164,65,0.0453,0,2025-02-06,09:48:00,453,LOW,SMALL,5
842,LinkedIn,article,Entertainment,UR,JP,"2025-03-02 14:25:00","#MovieTime #Funny #Trending",0.62,20908,1012,389,155,0.0745,0,2025-03-02,14:25:00,745,LOW,SMALL,5
843,LinkedIn,poll,Travel,EN,JP,"2025-01-17 14:16:00","#Tourism #Journey #Travel #Adventure #Wanderlust #ExploreMore",-0.66,32945,1646,633,253,0.0769,0,2025-01-17,14:16:00,769,LOW,SMALL,5
844,LinkedIn,article,Travel,UR,AU,"2025-02-17 09:24:00","#Wanderlust #Adventure #Tourism #Travel #ExploreMore #Journey",0.82,30569,1030,396,158,0.0519,0,2025-02-17,09:24:00,519,LOW,SMALL,5
845,LinkedIn,carousel,Entertainment,EN,MX,"2025-10-31 00:28:00","#Funny #Viral #FollowForMore",0.74,36105,2447,941,376,0.1043,1,2025-10-31,00:28:00,1043,LOW,SMALL,5
846,LinkedIn,article,Lifestyle,HI,AU,"2025-09-09 15:54:00","#Lifestyle #Motivation #Wellness #DailyLife",0.49,6034,179,69,27,0.0458,0,2025-09-09,15:54:00,458,LOW,SMALL,5
847,LinkedIn,carousel,Business,EN,FR,"2025-12-01 12:19:00","#Entrepreneur #StartupLife #CareerGrowth #BusinessTips",0.2,8608,178,68,27,0.032,0,2025-12-01,12:19:00,320,LOW,SMALL,5
848,LinkedIn,video,Sports,EN,JP,"2025-09-12 15:45:00","#Workout #Football #Cricket #Sports #Fitness #Training #Basketball",0.73,28672,605,233,93,0.0325,0,2025-09-12,15:45:00,325,LOW,SMALL,5
849,LinkedIn,article,Lifestyle,DE,JP,"2025-07-25 10:07:00","#DailyLife #Lifestyle #MindfulLiving",0.67,36777,1645,633,253,0.0689,0,2025-07-25,10:07:00,689,LOW,SMALL,5
850,LinkedIn,image,Travel,HI,MX,"2025-10-26 09:12:00","#Wanderlust #Adventure #Tourism #Travel",0.71,1797,44,17,6,0.0379,0,2025-10-26,09:12:00,379,LOW,SMALL,5
851,LinkedIn,image,Food,EN,UK,"2025-03-12 10:51:00","#Foodie #Recipe #FoodBlog #MustTry",0.5,37243,2319,892,356,0.0958,1,2025-03-12,10:51:00,958,LOW,SMALL,5
852,LinkedIn,poll,Entertainment,ES,MX,"2025-09-19 09:32:00","#Funny #Viral #MovieTime",0.65,42000,1832,704,281,0.0671,0,2025-09-19,09:32:00,671,LOW,SMALL,5
853,LinkedIn,video,Lifestyle,PT,US,"2025-08-10 14:01:00","#MindfulLiving #Motivation #Positivity #DailyLife",0.92,9344,526,202,81,0.0867,1,2025-08-10,14:01:00,867,LOW,SMALL,5
854,LinkedIn,poll,Health,ES,BR,"2025-11-03 15:27:00","#Health #MentalHealth #Nutrition #Fitness #HealthTips #Wellness",-0.18,19178,699,269,107,0.0561,0,2025-11-03,15:27:00,561,LOW,SMALL,5
855,LinkedIn,carousel,Education,UR,AU,"2025-11-06 14:32:00","#StudyTips #AcademicSuccess #Education #Certification #Knowledge #Learning",0.99,35913,2170,834,333,0.093,1,2025-11-06,14:32:00,930,LOW,SMALL,5
856,LinkedIn,article,Lifestyle,UR,UK,"2025-05-28 10:59:00","#DailyLife #Wellness #MindfulLiving #Positivity #Motivation",0.6,45308,2124,817,326,0.0722,0,2025-05-28,10:59:00,722,LOW,SMALL,5
857,LinkedIn,image,Food,PT,BR,"2025-11-10 04:49:00","#Cooking #Foodie #MustTry #Recipe #FoodBlog #Food",0.09,12364,261,100,40,0.0326,0,2025-11-10,04:49:00,325,LOW,SMALL,5
858,LinkedIn,image,Business,FR,CA,"2025-11-21 05:51:00","#StartupLife #Entrepreneur #CareerGrowth #Leadership #Hustle #BusinessTips",0.49,40713,825,317,127,0.0312,0,2025-11-21,05:51:00,312,LOW,SMALL,5
859,LinkedIn,article,Health,PT,US,"2025-02-04 14:29:00","#HealthTips #Fitness #MentalHealth #Health #Wellness #Nutrition",-0.43,33083,1489,572,229,0.0693,0,2025-02-04,14:29:00,693,LOW,SMALL,5
860,LinkedIn,carousel,Health,PT,DE,"2025-03-03 09:48:00","#Health #Nutrition #Fitness",0.72,9350,726,279,111,0.1196,1,2025-03-03,09:48:00,1196,LOW,SMALL,5
861,LinkedIn,carousel,Business,EN,CA,"2025-01-31 14:46:00","#StartupLife #CareerGrowth #Entrepreneur #BusinessTips #Hustle",0.74,18480,1654,636,254,0.1378,1,2025-01-31,14:46:00,1378,LOW,SMALL,5
862,LinkedIn,image,Business,ES,US,"2025-10-11 10:51:00","#Entrepreneur #Leadership #BusinessTips #CareerGrowth #StartupLife #Hustle",-0.14,17134,1114,428,171,0.1001,1,2025-10-11,10:51:00,1001,LOW,SMALL,5
863,LinkedIn,video,Business,JA,CA,"2025-03-26 07:06:00","#Entrepreneur #StartupLife #CareerGrowth",0.76,26342,1358,522,209,0.0793,0,2025-03-26,07:06:00,793,LOW,SMALL,5
864,LinkedIn,video,Entertainment,HI,FR,"2025-12-31 10:56:00","#ShowBiz #Funny #FollowForMore #Entertainment #Trending #Viral",0.8,29616,2362,908,363,0.1227,1,2025-12-31,10:56:00,1227,LOW,SMALL,5
865,LinkedIn,poll,Education,DE,US,"2025-09-13 15:38:00","#Knowledge #Education #Learning #Certification",0.14,12035,805,309,123,0.103,1,2025-09-13,15:38:00,1030,LOW,SMALL,5
866,LinkedIn,video,Business,DE,DE,"2025-07-27 14:24:00","#CareerGrowth #BusinessTips #Entrepreneur #StartupLife #Leadership #Hustle",-0.19,38464,1285,494,197,0.0514,0,2025-07-27,14:24:00,514,LOW,SMALL,5
867,LinkedIn,carousel,Technology,JA,FR,"2025-08-17 02:16:00","#MachineLearning #DataScience #CodingLife #Innovation #Programming",0.53,39370,2505,963,385,0.0979,1,2025-08-17,02:16:00,979,LOW,SMALL,5
868,LinkedIn,poll,Fashion,FR,US,"2025-07-15 10:45:00","#Fashion #FashionTips #Lookbook #Style",0.96,30694,896,344,137,0.045,0,2025-07-15,10:45:00,450,LOW,SMALL,5
869,LinkedIn,video,Health,UR,MX,"2025-04-28 10:04:00","#Health #HealthTips #Nutrition #Fitness",0.87,49568,1526,587,234,0.0474,0,2025-04-28,10:04:00,474,LOW,SMALL,5
870,LinkedIn,poll,Travel,PT,MX,"2025-05-01 10:45:00","#Travel #Journey #Wanderlust",-0.11,9135,561,216,86,0.0947,1,2025-05-01,10:45:00,947,LOW,SMALL,5
871,LinkedIn,poll,Education,ES,MX,"2025-10-01 07:00:00","#Education #Knowledge #Learning #AcademicSuccess #StudyTips",0.5,31740,844,324,129,0.0409,0,2025-10-01,07:00:00,409,LOW,SMALL,5
872,LinkedIn,video,Business,DE,CA,"2025-05-23 15:45:00","#Hustle #Entrepreneur #Leadership",0.85,5395,520,200,80,0.1484,1,2025-05-23,15:45:00,1484,LOW,SMALL,5
873,LinkedIn,video,Technology,UR,JP,"2025-09-28 21:25:00","#Innovation #CodingLife #TechTrends #Programming #DataScience #MachineLearning #AI",0.06,27717,672,258,103,0.0373,0,2025-09-28,21:25:00,373,LOW,SMALL,5
874,LinkedIn,carousel,Sports,EN,BR,"2025-02-07 14:07:00","#Basketball #Training #Workout #Football #Fitness #Sports #Cricket",0.85,15127,783,301,120,0.0798,0,2025-02-07,14:07:00,798,LOW,SMALL,5
